state,year,month,month_mean_mm
Perlis,2020,8,0.0
Perlis,2020,9,6.991078466666666
Perlis,2020,10,0.8790322580645161
Perlis,2020,11,2.810000033333333
Perlis,2020,12,2.1044591935483874
Selangor,2014,1,1.5927914838709678
Selangor,2014,2,0.4672475357142857
Selangor,2014,3,0.9460607096774192
Selangor,2014,4,0.6302179
Selangor,2014,5,0.602413064516129
Selangor,2014,6,0.179755
Selangor,2014,7,0.5403431935483871
Selangor,2014,8,0.7671675161290322
Selangor,2014,9,1.4937267333333333
Selangor,2014,10,3.081226483870968
Selangor,2014,11,6.809923533333333
Selangor,2014,12,4.141851193548387
Selangor,2015,1,0.1686607096774193
Selangor,2015,2,0.9113326071428572
Selangor,2015,3,2.5007603225806454
Selangor,2015,4,1.1574192666666667
Selangor,2015,5,4.090404709677419
Selangor,2015,6,0.7431790333333333
Selangor,2015,7,0.7695509032258064
Selangor,2015,8,1.7528506774193549
Selangor,2015,9,0.3388362666666667
Selangor,2015,10,4.175178387096774
Selangor,2015,11,2.7999929666666667
Selangor,2015,12,2.8926113870967742
Selangor,2016,1,1.1876894838709675
Selangor,2016,2,1.0651139655172412
Selangor,2016,3,1.2003625161290323
Selangor,2016,4,0.2558021
Selangor,2016,5,0.316268129032258
Selangor,2016,6,0.0144805666666666
Selangor,2016,7,0.2026935483870967
Selangor,2016,8,0.2968528387096774
Selangor,2016,9,0.1289258333333333
Selangor,2016,10,0.6134983225806452
Selangor,2016,11,4.571007066666667
Selangor,2016,12,3.845049516129032
Selangor,2017,1,2.008128322580645
Selangor,2017,2,1.0061925357142856
Selangor,2017,3,0.3780634516129032
Selangor,2017,4,0.2060188666666667
Selangor,2017,5,0.1422911612903225
Selangor,2017,6,0.0996501666666666
Selangor,2017,7,0.5462612903225806
Selangor,2017,8,0.5363387419354838
Selangor,2017,9,2.2005135666666664
Selangor,2017,10,3.096477806451613
Selangor,2017,11,7.317145999999999
Selangor,2017,12,4.107024935483871
Selangor,2018,1,0.9461734516129032
Selangor,2018,2,0.3606676785714285
Selangor,2018,3,0.3696979032258064
Selangor,2018,4,0.6384405
Selangor,2018,5,0.208476
Selangor,2018,6,0.0137290666666666
Selangor,2018,7,0.2450507096774193
Selangor,2018,8,1.6094414838709676
Selangor,2018,9,1.9814793666666664
Selangor,2018,10,2.05498
Selangor,2018,11,6.2392639
Selangor,2018,12,3.37164135483871
Selangor,2019,1,0.4082036451612903
Selangor,2019,2,0.5762784285714285
Selangor,2019,3,0.7115980322580645
Selangor,2019,4,1.252855133333333
Selangor,2019,5,0.203115129032258
Selangor,2019,6,0.0628433
Selangor,2019,7,0.5433717419354839
Selangor,2019,8,0.1979414516129032
Selangor,2019,9,2.758070733333333
Selangor,2019,10,1.095687870967742
Selangor,2019,11,8.7623946
Selangor,2019,12,2.9433455161290323
Selangor,2020,1,0.3911785806451612
Selangor,2020,2,0.580344827586207
Selangor,2020,3,1.598036064516129
Selangor,2020,4,1.6811731333333335
Selangor,2020,5,0.4059044516129032
Selangor,2020,6,0.4617668333333333
Selangor,2020,7,0.2909973225806452
Selangor,2020,8,0.5987028387096774
Selangor,2020,9,4.269776233333333
Selangor,2020,10,6.119582774193549
Selangor,2020,11,4.357151900000001
Selangor,2020,12,4.09284170967742
Selangor-Wilayah,2014,1,1.5880373225806452
Selangor-Wilayah,2014,2,0.4661657142857143
Selangor-Wilayah,2014,3,0.9427431935483872
Selangor-Wilayah,2014,4,0.6284167
Selangor-Wilayah,2014,5,0.6003338387096774
Selangor-Wilayah,2014,6,0.1791643666666666
Selangor-Wilayah,2014,7,0.5398012903225806
Selangor-Wilayah,2014,8,0.7675863225806452
Selangor-Wilayah,2014,9,1.5029273333333333
Selangor-Wilayah,2014,10,3.088880064516129
Selangor-Wilayah,2014,11,6.811238266666667
Selangor-Wilayah,2014,12,4.139379838709678
Selangor-Wilayah,2015,1,0.1681723225806451
Selangor-Wilayah,2015,2,0.9093649285714286
Selangor-Wilayah,2015,3,2.495525838709677
Selangor-Wilayah,2015,4,1.1580293333333336
Selangor-Wilayah,2015,5,4.079719483870967
Selangor-Wilayah,2015,6,0.7442088666666665
Selangor-Wilayah,2015,7,0.7668774838709677
Selangor-Wilayah,2015,8,1.7616640645161288
Selangor-Wilayah,2015,9,0.3377652
Selangor-Wilayah,2015,10,4.185013612903226
Selangor-Wilayah,2015,11,2.8064342
Selangor-Wilayah,2015,12,2.888982290322581
Selangor-Wilayah,2016,1,1.1864096129032258
Selangor-Wilayah,2016,2,1.0633038275862068
Selangor-Wilayah,2016,3,1.1968842903225805
Selangor-Wilayah,2016,4,0.2549154666666667
Selangor-Wilayah,2016,5,0.3151544516129032
Selangor-Wilayah,2016,6,0.0144295666666666
Selangor-Wilayah,2016,7,0.2019796774193548
Selangor-Wilayah,2016,8,0.2958325483870967
Selangor-Wilayah,2016,9,0.1284764333333333
Selangor-Wilayah,2016,10,0.6120229032258064
Selangor-Wilayah,2016,11,4.569806233333334
Selangor-Wilayah,2016,12,3.841364193548387
Selangor-Wilayah,2017,1,2.007574935483871
Selangor-Wilayah,2017,2,1.0043548928571429
Selangor-Wilayah,2017,3,0.376757064516129
Selangor-Wilayah,2017,4,0.2054707333333333
Selangor-Wilayah,2017,5,0.1417934516129032
Selangor-Wilayah,2017,6,0.0992992666666666
Selangor-Wilayah,2017,7,0.5455190322580645
Selangor-Wilayah,2017,8,0.537139870967742
Selangor-Wilayah,2017,9,2.197192433333333
Selangor-Wilayah,2017,10,3.109511612903226
Selangor-Wilayah,2017,11,7.3163861
Selangor-Wilayah,2017,12,4.10221606451613
Selangor-Wilayah,2018,1,0.9450920322580644
Selangor-Wilayah,2018,2,0.3594630357142857
Selangor-Wilayah,2018,3,0.3684404516129032
Selangor-Wilayah,2018,4,0.6377018333333333
Selangor-Wilayah,2018,5,0.2077429999999999
Selangor-Wilayah,2018,6,0.0136807333333333
Selangor-Wilayah,2018,7,0.244190064516129
Selangor-Wilayah,2018,8,1.608312064516129
Selangor-Wilayah,2018,9,1.9848099333333336
Selangor-Wilayah,2018,10,2.058130419354838
Selangor-Wilayah,2018,11,6.232495166666666
Selangor-Wilayah,2018,12,3.370368
Selangor-Wilayah,2019,1,0.4070899032258064
Selangor-Wilayah,2019,2,0.5763643571428572
Selangor-Wilayah,2019,3,0.7135438709677419
Selangor-Wilayah,2019,4,1.2489002000000002
Selangor-Wilayah,2019,5,0.2026250322580645
Selangor-Wilayah,2019,6,0.0626220333333333
Selangor-Wilayah,2019,7,0.5431224193548386
Selangor-Wilayah,2019,8,0.1972478064516129
Selangor-Wilayah,2019,9,2.766953
Selangor-Wilayah,2019,10,1.0932177741935485
Selangor-Wilayah,2019,11,8.7699988
Selangor-Wilayah,2019,12,2.937138806451613
Selangor-Wilayah,2020,1,0.3902430322580645
Selangor-Wilayah,2020,2,0.5795300344827587
Selangor-Wilayah,2020,3,1.5931474516129032
Selangor-Wilayah,2020,4,1.683302766666667
Selangor-Wilayah,2020,5,0.4046693870967742
Selangor-Wilayah,2020,6,0.4607958
Selangor-Wilayah,2020,7,0.2899727741935484
Selangor-Wilayah,2020,8,0.5976488064516129
Selangor-Wilayah,2020,9,4.272117333333333
Selangor-Wilayah,2020,10,6.118616483870968
Selangor-Wilayah,2020,11,4.3506478333333325
Selangor-Wilayah,2020,12,4.093911870967742
Terengganu,2014,1,8.779639967741936
Terengganu,2014,2,1.847445107142857
Terengganu,2014,3,4.465791322580645
Terengganu,2014,4,0.6234397
Terengganu,2014,5,1.761313483870968
Terengganu,2014,6,0.5382401
Terengganu,2014,7,1.2591872258064516
Terengganu,2014,8,4.333940419354838
Terengganu,2014,9,4.048516466666666
Terengganu,2014,10,6.811733387096775
Terengganu,2014,11,6.328572499999999
Terengganu,2014,12,24.721052483870967
Terengganu,2015,1,1.6091511612903224
Terengganu,2015,2,1.597683857142857
Terengganu,2015,3,0.7099033548387096
Terengganu,2015,4,0.5392005333333334
Terengganu,2015,5,0.5306052903225806
Terengganu,2015,6,0.5114489666666667
Terengganu,2015,7,2.696133064516129
Terengganu,2015,8,2.2955085806451616
Terengganu,2015,9,1.6265091333333332
Terengganu,2015,10,5.121933096774193
Terengganu,2015,11,5.206413366666667
Terengganu,2015,12,11.195835193548389
Terengganu,2016,1,3.4361681290322577
Terengganu,2016,2,2.316778827586207
Terengganu,2016,3,5.510152516129033
Terengganu,2016,4,2.0491031
Terengganu,2016,5,0.1544754516129032
Terengganu,2016,6,0.3140032999999999
Terengganu,2016,7,3.678011870967742
Terengganu,2016,8,3.725923903225808
Terengganu,2016,9,4.494599733333334
Terengganu,2016,10,5.815847967741935
Terengganu,2016,11,7.266360633333333
Terengganu,2016,12,15.456784483870967
Terengganu,2017,1,2.593928451612903
Terengganu,2017,2,3.0537915714285715
Terengganu,2017,3,0.8026963548387097
Terengganu,2017,4,1.5413597666666663
Terengganu,2017,5,0.2095336129032258
Terengganu,2017,6,0.3764504999999999
Terengganu,2017,7,3.2806156451612902
Terengganu,2017,8,4.677028967741935
Terengganu,2017,9,6.864212133333334
Terengganu,2017,10,4.60658729032258
Terengganu,2017,11,18.559026433333333
Terengganu,2017,12,10.817296451612902
Terengganu,2018,1,3.067666
Terengganu,2018,2,2.09448375
Terengganu,2018,3,0.3486145806451613
Terengganu,2018,4,2.1046592
Terengganu,2018,5,0.1018469032258064
Terengganu,2018,6,0.2896930333333333
Terengganu,2018,7,0.9687264193548386
Terengganu,2018,8,5.376315935483871
Terengganu,2018,9,0.9501229
Terengganu,2018,10,6.845958967741935
Terengganu,2018,11,10.068948
Terengganu,2018,12,15.88433964516129
Terengganu,2019,1,4.420091838709678
Terengganu,2019,2,1.5503526785714286
Terengganu,2019,3,1.3867685483870968
Terengganu,2019,4,3.543508333333333
Terengganu,2019,5,0.0798091612903225
Terengganu,2019,6,1.4427203666666668
Terengganu,2019,7,4.109851354838709
Terengganu,2019,8,4.476168161290323
Terengganu,2019,9,6.4406468666666665
Terengganu,2019,10,5.925244225806451
Terengganu,2019,11,9.624637766666666
Terengganu,2019,12,12.868250483870968
Terengganu,2020,1,2.881429225806452
Terengganu,2020,2,1.146385275862069
Terengganu,2020,3,5.574964096774194
Terengganu,2020,4,0.5813623
Terengganu,2020,5,0.1959358709677419
Terengganu,2020,6,2.1125388000000003
Terengganu,2020,7,2.1454934838709674
Terengganu,2020,8,5.335317870967742
Terengganu,2020,9,7.0782327333333335
Terengganu,2020,10,4.425804935483871
Terengganu,2020,11,15.986993433333334
Terengganu,2020,12,13.020348129032255
